Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,Performance_Score,value_index,value_segment
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,1.88,Medium,Mid-Range,49656.96,No,0.5133333333333333,1.0337590809693814e-05,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.2,Heavy,Mid-Range,47898.72,No,0.64,1.3361526153517254e-05,High Value
MEDIACOM,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,Atom,,1.0,1,Intel,2,0,0,32,0,32,1.4,Medium,Budget,12733.92,No,0.0999999999999999,7.853041325844665e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,128,0,0,0,128,2.2,Heavy,Budget,24935.04,No,0.5258333333333333,2.1088128727017613e-05,High Value
ASUS,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,6,0,1024,0,0,1024,1.5,Medium,Budget,34046.4528,No,0.5266666666666666,1.546906133688813e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.0,Medium,Premium,96969.6,No,0.665,6.8578193578193574e-06,Low Value
ASUS,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.1,Light,Premium,101232.0,No,0.7433333333333334,7.342869184974449e-06,Low Value
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.62,Heavy,Mid-Range,78801.12,No,0.7183333333333334,9.11577568102247e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,Intel,4,256,0,0,0,256,1.8,Medium,Mid-Range,44169.12,No,0.4383333333333333,9.923977053048222e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,NVIDIA,4,0,1024,0,0,1024,2.2,Heavy,Budget,30849.12,No,0.4133333333333333,1.339854535018611e-05,High Value
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,8,0,1024,0,0,1024,2.0,Medium,Budget,21258.72,No,0.14,6.585532901322375e-06,Low Value
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,1.99,Medium,Mid-Range,48304.7136,No,0.54,1.117903326105219e-05,Balanced
DELL,Ultrabook,13.3,3200,1800,Standard,1,Quad HD+,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.23,Light,Premium,99580.32,No,0.4650000000000001,4.669597366226581e-06,Low Value
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,2,0,0,32,0,32,1.42,Medium,Budget,13266.72,No,0.0999999999999999,7.537658140067771e-06,Low Value
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.37,Medium,Premium,93635.3376,No,0.665,7.102019569158899e-06,Low Value
DELL,Notebook,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,1024,0,0,0,1024,2.06,Medium,Premium,127818.72,No,0.7933333333333333,6.206706915335511e-06,Low Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,59087.52,No,0.6525,1.1042941047449615e-05,Balanced
HP,Notebook,17.0,1600,900,Standard,0,HD+,AMD,A9-Series,,3.0,2,AMD,8,0,1024,0,0,1024,2.6,Heavy,Budget,27753.552,No,0.44,1.58538265660554e-05,High Value
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.14,Light,Premium,130536.0,No,0.7433333333333334,5.694469980184266e-06,Low Value
ASUS,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.5,Heavy,Mid-Range,62284.32,No,0.64,1.0275459377255784e-05,Balanced
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,2.4,Heavy,Budget,23976.0,No,0.4133333333333333,1.7239461683906124e-05,High Value
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.43,Medium,Budget,14598.72,No,0.1133333333333333,7.763237690244987e-06,Low Value
ACER,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.8,Medium,Mid-Range,48964.32,No,0.5650000000000001,1.1539014531397557e-05,Balanced
RAZER,Gaming,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,0,0,0,256,1.95,Medium,Premium,138474.72,Yes,0.7183333333333334,5.187469115903129e-06,Low Value
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,64628.64,No,0.5650000000000001,8.742254208041514e-06,Balanced
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.36,Medium,Premium,84395.52,No,0.665,7.879565171231838e-06,Balanced
ASUS,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,32,512,0,0,0,512,3.8,Heavy,Premium,149130.72,Yes,0.8500000000000001,5.699697553931209e-06,Low Value
ACER,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,2.4,Heavy,Budget,37775.52,No,0.54,1.4294971981854917e-05,High Value
DELL,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,77250.672,No,0.4650000000000001,6.019365113095716e-06,Low Value
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.2,Heavy,Mid-Range,63499.10399999999,No,0.6525,1.0275735544236971e-05,Balanced
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,1.86,Medium,Budget,19441.872,No,0.4133333333333333,2.1259955488511256e-05,High Value
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,500,0,0,500,2.0,Medium,Mid-Range,56689.92,No,0.54,9.525502946555579e-06,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,8,256,0,0,0,256,2.2,Heavy,Mid-Range,48964.32,No,0.5650000000000001,1.1539014531397557e-05,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,16,256,2048,0,0,2304,2.2,Heavy,Mid-Range,60472.8,No,0.6183333333333334,1.0224982691943044e-05,Balanced
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,3.31,Heavy,Mid-Range,63722.88,No,0.6525,1.023965018530236e-05,Balanced
DELL,Gaming,17.3,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,32,512,1024,0,0,1536,4.42,Heavy,Premium,167691.8736,Yes,0.8500000000000001,5.068820460719094e-06,Low Value
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.56,Medium,Mid-Range,65481.12,No,0.5650000000000001,8.62844129727775e-06,Balanced
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,22324.32,No,0.1133333333333333,5.076675721067128e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,28504.8,No,0.5133333333333333,1.800866286847595e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,AMD,6,0,1024,0,0,1024,2.04,Medium,Budget,28717.92,No,0.4266666666666667,1.4857157714300573e-05,High Value
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.7,Heavy,Mid-Range,79215.1056,No,0.6525,8.237065330630577e-06,Balanced
TOSHIBA,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,2.1,Medium,Budget,26533.44,No,0.4258333333333333,1.6048930456560977e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.06,Medium,Mid-Range,50882.4,No,0.54,1.0612706947785482e-05,Balanced
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,AMD,8,0,1024,0,0,1024,2.1,Medium,Budget,39693.6,No,0.64,1.6123506056391963e-05,High Value
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,67026.23999999999,No,0.5650000000000001,8.429534462920793e-06,Balanced
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,2.1,Medium,Budget,21951.36,No,0.4258333333333333,1.9398949920794578e-05,High Value
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.25,Light,Premium,99519.048,No,0.665,6.6821378757562075e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,8,128,1024,0,0,1152,1.9,Medium,Mid-Range,43580.376,No,0.5525,1.2677724487737325e-05,High Value
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.3,Medium,Mid-Range,55091.52,No,0.5650000000000001,1.0255661851406533e-05,Balanced
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,AMD,E-Series,,2.0,1,AMD,4,128,0,0,0,128,2.2,Heavy,Budget,18594.72,No,0.2258333333333333,1.2145024680841297e-05,High Value
HP,2 in 1 Convertible,14.0,1920,1080,IPS,1,Full HD,Intel,i3,7.0,2.0,3,NVIDIA,4,128,0,0,0,128,1.63,Medium,Budget,37242.72,No,0.4258333333333333,1.143400195617649e-05,Balanced
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.4,Heavy,Mid-Range,68944.31999999999,No,0.7183333333333334,1.0419035728154742e-05,Balanced
ASUS,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.1,Light,Mid-Range,60472.8,No,0.5650000000000001,9.343043484012647e-06,Balanced
HP,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Celeron,,1.0,1,Intel,8,0,0,64,0,64,1.4,Medium,Budget,26373.6,No,0.14,5.308338641671976e-06,Low Value
LG,Ultrabook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,Intel,8,512,0,0,0,512,1.09,Light,Premium,122490.72,No,0.5900000000000001,4.816691419562234e-06,Low Value
ACER,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,16,256,0,0,0,256,2.5,Heavy,Mid-Range,69210.72,No,0.6183333333333334,8.934068787802429e-06,Balanced
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.2,Heavy,Mid-Range,53168.112,No,0.5650000000000001,1.0626670362114797e-05,Balanced
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,128,0,0,0,128,1.86,Medium,Budget,22324.32,No,0.1258333333333333,5.636603190302472e-06,Low Value
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,16,128,1024,0,0,1152,3.21,Heavy,Premium,109277.28,No,0.6058333333333333,5.5440008511680865e-06,Low Value
HP,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i3,6.0,2.0,3,AMD,4,256,0,0,0,256,2.5,Heavy,Budget,37242.72,No,0.4383333333333333,1.1769638021426288e-05,High Value
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,8.0,1.0,5,Intel,8,512,0,0,0,512,1.19,Light,Mid-Range,79866.72,No,0.5900000000000001,7.387307253884974e-06,Low Value
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,3.49,Heavy,Premium,149916.6,Yes,0.7183333333333334,4.791552992352637e-06,Low Value
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,AMD,4,0,500,0,0,500,1.86,Medium,Budget,32639.8608,No,0.5133333333333333,1.5727191254851593e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.2,Heavy,Budget,29073.297599999994,No,0.4133333333333333,1.4216940197844408e-05,High Value
HP,Notebook,17.3,1920,1080,IPS,0,Full HD,AMD,A10-Series,,2.0,4,AMD,6,0,2048,0,0,2048,2.65,Heavy,Budget,30316.32,No,0.5266666666666666,1.7372381168514736e-05,High Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,500,0,0,500,2.1,Medium,Budget,16943.04,No,0.1133333333333333,6.689079016123039e-06,Low Value
ACER,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.45,Medium,Budget,19980.0,No,0.1133333333333333,5.672339005672337e-06,Low Value
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,256,0,0,0,256,1.7,Medium,Budget,37242.72,No,0.5383333333333333,1.4454726543424684e-05,High Value
HP,Workstation,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,500,0,0,500,3.14,Heavy,Premium,101657.7072,No,0.64,6.295636775880383e-06,Low Value
LENOVO,2 in 1 Convertible,14.0,2560,1440,Standard,1,Quad HD+,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.42,Medium,Premium,137995.19999999998,Yes,0.665,4.8190081973865764e-06,Low Value
TOSHIBA,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.5,Medium,Mid-Range,51841.44,No,0.5650000000000001,1.0898617013724928e-05,Balanced
ACER,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.4,Medium,Budget,14332.32,No,0.1133333333333333,7.907535788576679e-06,Balanced
LENOVO,2 in 1 Convertible,14.0,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.38,Medium,Premium,93186.72,No,0.7433333333333334,7.976816152916782e-06,Balanced
ASUS,2 in 1 Convertible,12.5,1920,1080,Standard,1,Full HD,Intel,Core M,,0.0,3,Intel,4,0,0,64,0,64,1.2,Light,Budget,35644.32,No,0.2133333333333333,5.9850583019491825e-06,Low Value
TOSHIBA,Ultrabook,13.3,1920,1080,Standard,1,Full HD,Intel,i7,6.0,2.0,5,Intel,16,512,0,0,0,512,1.36,Medium,Premium,100006.56,No,0.7433333333333334,7.4328457386528785e-06,Low Value
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,AMD,4,0,500,0,0,500,2.1,Medium,Budget,36709.92,No,0.6133333333333333,1.6707563877375197e-05,High Value
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,2.56,Heavy,Mid-Range,43636.32,No,0.54,1.2375012375012376e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A9-Series,,2.0,2,AMD,4,256,0,0,0,256,2.2,Heavy,Budget,21258.72,No,0.3383333333333333,1.5915037844862405e-05,High Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,AMD,A12-Series,,3.0,4,AMD,8,0,1024,0,0,1024,2.2,Heavy,Budget,22857.12,No,0.6400000000000001,2.8000028000028006e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,0,2048,0,0,2048,2.1,Medium,Budget,33110.856,No,0.5133333333333333,1.550347515429179e-05,High Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,1.9,Medium,Budget,23976.0,No,0.4133333333333333,1.7239461683906124e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.18,Medium,Mid-Range,42357.6,No,0.5650000000000001,1.3338810508621832e-05,High Value
ACER,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.6,Medium,Mid-Range,53226.72,No,0.4650000000000001,8.736213691168648e-06,Balanced
LENOVO,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,512,0,0,0,512,2.18,Medium,Premium,98834.4,No,0.7433333333333334,7.5209980870358244e-06,Low Value
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.8,Medium,Mid-Range,63456.48,No,0.5650000000000001,8.903740012052356e-06,Balanced
HP,Notebook,17.3,1920,1080,IPS,0,Full HD,AMD,A10-Series,,2.0,4,AMD,6,0,2048,0,0,2048,2.71,Heavy,Budget,34898.932799999995,No,0.5266666666666666,1.5091196905215013e-05,High Value
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,66546.72,No,0.6525,9.805141410425638e-06,Balanced
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,1.64,Medium,Mid-Range,58021.92,No,0.5650000000000001,9.737699131638528e-06,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,1.98,Medium,Budget,38681.28,No,0.54,1.3960241232968507e-05,High Value
ASUS,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.5,Medium,Budget,15877.44,No,0.1133333333333333,7.13801049371519e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,16,512,0,0,0,512,1.93,Medium,Mid-Range,76012.44480000001,No,0.6433333333333334,8.463526400526106e-06,Balanced
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,1.87,Medium,Mid-Range,45664.6896,No,0.5650000000000001,1.237279843461369e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.9,Medium,Mid-Range,62817.12,No,0.5650000000000001,8.994363320063066e-06,Balanced
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,AMD,A6-Series,,2.0,1,AMD,4,0,500,0,0,500,2.19,Medium,Budget,15877.44,No,0.2133333333333333,1.3436255046993299e-05,High Value
MEDIACOM,Notebook,14.0,1920,1200,IPS,0,Full HD,Intel,Atom,,1.0,1,Intel,4,0,32,0,0,32,1.4,Medium,Budget,14119.2,No,0.1133333333333333,8.026894819347646e-06,Balanced
HP,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.63,Heavy,Mid-Range,63936.0,No,0.665,1.0401026026026026e-05,Balanced
LENOVO,Ultrabook,14.0,2560,1440,IPS,0,Quad HD+,Intel,i7,6.0,2.0,5,Intel,8,512,0,0,0,512,1.17,Light,Premium,89864.1792,No,0.6900000000000001,7.678254073453999e-06,Low Value
HP,2 in 1 Convertible,13.3,1366,768,IPS,1,HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.58,Medium,Mid-Range,44574.048,No,0.5650000000000001,1.2675537119715939e-05,High Value
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.32,Medium,Mid-Range,79866.72,No,0.5650000000000001,7.074285760076287e-06,Low Value
DELL,Gaming,17.3,3840,2160,Standard,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,32,1024,1024,0,0,2048,4.36,Heavy,Premium,194972.832,Yes,0.9,4.616027734571759e-06,Low Value
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.7,Heavy,Mid-Range,71847.0144,No,0.6525,9.081797002270425e-06,Balanced
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,1024,0,0,1024,1.9,Medium,Budget,26101.872,No,0.5133333333333333,1.9666533240732055e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,128,1024,0,0,1152,2.2,Heavy,Budget,38308.32,No,0.4525,1.1812055449051276e-05,High Value
DELL,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i3,7.0,2.0,3,Intel,4,0,1024,0,0,1024,1.71,Medium,Budget,34578.72,No,0.4133333333333333,1.1953401783910257e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,AMD,8,0,1024,0,0,1024,2.32,Heavy,Budget,31409.6256,No,0.54,1.7192182004232487e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A9-Series,,3.0,2,AMD,4,0,1024,0,0,1024,2.1,Medium,Budget,26053.92,No,0.4133333333333333,1.5864535291938155e-05,High Value
ACER,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,4.2,Heavy,Premium,103096.8,No,0.7058333333333333,6.846316600838564e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,12,0,1024,0,0,1024,2.25,Heavy,Budget,34578.72,No,0.5666666666666667,1.638772825213503e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A9-Series,,3.0,2,AMD,6,128,1024,0,0,1152,2.1,Medium,Budget,34632.0,No,0.4391666666666667,1.2680950180950182e-05,High Value
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,2.4,Heavy,Budget,29783.52,No,0.5133333333333333,1.723548235176142e-05,High Value
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.44,Medium,Mid-Range,51148.8,No,0.5650000000000001,1.1046202452452452e-05,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,4,0,1024,0,0,1024,1.85,Medium,Mid-Range,41505.12,No,0.6133333333333333,1.4777293339552645e-05,High Value
HP,Workstation,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,0,0,0,256,2.6,Heavy,Premium,128884.32,No,0.7183333333333334,5.573473432092696e-06,Low Value
DELL,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,8.0,1.0,4,Intel,8,0,1024,0,0,1024,1.55,Medium,Budget,35111.52,No,0.44,1.253149963316883e-05,High Value
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,1.8,Medium,Premium,111593.8944,No,0.7183333333333334,6.43703078197559e-06,Low Value
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,2.4,Heavy,Budget,21887.424,No,0.4133333333333333,1.888451255539863e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,2.0,Medium,Mid-Range,64308.96,No,0.6525,1.0146331086679056e-05,Balanced
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,8,256,0,0,0,256,2.0,Medium,Budget,35431.2,No,0.4650000000000001,1.3124026281921021e-05,High Value
TOSHIBA,Notebook,14.0,1920,1080,IPS,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.25,Light,Premium,81784.8,No,0.5650000000000001,6.908374172217821e-06,Low Value
LENOVO,2 in 1 Convertible,14.0,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.7,Medium,Mid-Range,53226.72,No,0.5650000000000001,1.0614969323678033e-05,Balanced
LENOVO,Workstation,15.6,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,1024,0,0,0,1024,2.5,Heavy,Premium,175770.72,Yes,0.7933333333333333,4.513455559227005e-06,Low Value
ACER,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,2,0,0,32,0,32,1.68,Medium,Budget,17582.399999999998,No,0.0999999999999999,5.687505687505682e-06,Low Value
SAMSUNG,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,16,256,0,0,0,256,0.81,Light,Premium,87858.72,No,0.7183333333333334,8.176004992257266e-06,Balanced
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,8,256,0,0,0,256,1.86,Medium,Budget,28717.92,No,0.4650000000000001,1.6191980477694766e-05,High Value
DELL,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.6,Medium,Mid-Range,60031.1088,No,0.5650000000000001,9.411786843424089e-06,Balanced
