Company,laptop_type,screen_size_inch,display_resolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_model,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,price_band,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,suspect_flag,data_quality_score,data_quality_category,is_price_outlier
DELL,"2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,2.67kg,42570.72,1920,1080,NULL,Yes,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,2.67,Heavy,No,14,Excellent,No
ASUS,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"512GB SSD +  512GB SSD","Intel UHD Graphics 620",Windows,1.1kg,79866.72,1920,1080,NULL,Yes,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,8,1024,0,0,0,1024,1.10,Light,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"1TB HDD","Intel HD Graphics 620","Not Specified",2.2kg,24881.76,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,4,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
HP,Notebook,17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"1TB HDD","Nvidia GeForce 930MX",Windows,2.5kg,54239.04,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,2.50,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,2.05kg,46886.4,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,8,256,0,0,0,256,2.05,Medium,No,14,Excellent,No
APPLE,Ultrabook,13.3,"IPS Panel Retina Display 2560x1600","Intel Core i5 2.9GHz",8GB,"512GB SSD","Intel Iris Graphics 550",macOS,1.37kg,104370.192,2560,1600,NULL,No,"Quad HD+",Intel,i5,NULL,NULL,2.00,Upper-Mid,Intel,Premium,8,512,0,0,0,512,1.37,Medium,No,12,Good,No
ASUS,Gaming,17.3,"Full HD 1920x1080","AMD Ryzen 1700 3GHz",16GB,"256GB SSD +  1TB HDD","AMD Radeon RX 580",Windows,3.2kg,82530.72,1920,1080,NULL,No,"Full HD",AMD,Ryzen,1700,1,3.00,High,AMD,Premium,16,256,1024,0,0,1280,3.20,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","AMD Radeon 520",Linux,2.14kg,39164.5296,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,AMD,Budget,8,256,0,0,0,256,2.14,Medium,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",14,"Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz",16GB,"512GB SSD","Intel HD Graphics 520",Windows,1.36kg,133146.72,2560,1440,NULL,Yes,"Quad HD+",Intel,i7,6600U,6,2.00,High,Intel,Premium,16,512,0,0,0,512,1.36,Medium,No,14,Excellent,No
TOSHIBA,Notebook,15.6,1366x768,"Intel Core i7 6500U 2.5GHz",8GB,"500GB HDD","Nvidia GeForce 930M",Windows,2.2kg,43263.36,1366,768,NULL,No,HD,Intel,i7,6500U,6,2.00,High,NVIDIA,Mid-Range,8,0,500,0,0,500,2.20,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620",Windows,2.3kg,37992.3696,1366,768,NULL,No,HD,Intel,i7,7500U,7,2.00,High,Intel,Budget,12,0,1024,0,0,1024,2.30,Heavy,No,14,Excellent,No
DELL,Notebook,17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"128GB SSD +  1TB HDD","AMD Radeon 530",Linux,2.8kg,58554.72,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,AMD,Mid-Range,8,128,1024,0,0,1152,2.80,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"1TB HDD","Nvidia GeForce MX130",Windows,2.2kg,39693.6,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Budget,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,17.3,1600x900,"Intel Core i3 6006U 2GHz",4GB,"1TB HDD","Intel HD Graphics 520",Windows,2.8kg,26053.92,1600,900,NULL,No,HD+,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,1024,0,0,1024,2.80,Heavy,No,14,Excellent,No
LENOVO,Notebook,17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"2TB HDD","Nvidia GeForce MX150","Not Specified",2.8kg,45234.72,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Mid-Range,8,0,2048,0,0,2048,2.80,Heavy,No,14,Excellent,No
LENOVO,Notebook,17.3,1600x900,"Intel Core i7 7500U 2.7GHz",6GB,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX",Windows,2.8kg,45767.52,1600,900,NULL,No,HD+,Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,6,128,1024,0,0,1152,2.80,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2.0GHz",4GB,"1TB HDD","AMD Radeon R5 M430",Linux,2.25kg,22803.84,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,AMD,Budget,4,0,1024,0,0,1024,2.25,Heavy,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1050",Windows,2.5kg,44169.119999999995,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,256,0,0,0,256,2.50,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",6GB,"256GB SSD","Intel HD Graphics 620",Windows,2.2kg,30849.12,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,6,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Nvidia GeForce MX150",Windows,3kg,50669.28,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,3.00,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12GB,"1TB HDD","Intel HD Graphics 620",Windows,2.15kg,35111.52,1920,1080,NULL,Yes,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Budget,12,0,1024,0,0,1024,2.15,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 630",Windows,1.95kg,58448.159999999996,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.95,Medium,No,14,Excellent,No
ASUS,Ultrabook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Nvidia GeForce 940MX",Windows,1.7kg,52054.56,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,256,0,0,0,256,1.70,Medium,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti",Windows,2.5kg,62817.119999999995,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,16,256,1024,0,0,1280,2.50,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"1TB HDD","Nvidia GeForce 940MX","Not Specified",2.2kg,35112.0528,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Budget,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,1366x768,"Intel Celeron Dual Core 3205U 1.5GHz",2GB,"16GB SSD","Intel HD Graphics","Chrome OS",2.19kg,10602.72,1366,768,NULL,No,HD,Intel,Celeron,3205U,NULL,1.00,Entry,Intel,Budget,2,16,0,0,0,16,2.19,Medium,No,14,Excellent,No
ASUS,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"1TB HDD","Nvidia GeForce GTX 1050",Windows,3kg,63243.36,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,3.00,Heavy,No,14,Excellent,No
HP,Notebook,17.3,1600x900,"Intel Core i3 6006U 2GHz",8GB,"1TB HDD","Intel HD Graphics 520",Windows,2.54kg,26053.92,1600,900,NULL,No,HD+,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,8,0,1024,0,0,1024,2.54,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1050",Windows,2kg,97449.12,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,2.05kg,39373.92,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Budget,8,256,0,0,0,256,2.05,Medium,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"1TB HDD","Nvidia GeForce GTX 1060",Windows,3.2kg,69210.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,0,1024,0,0,1024,3.20,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1050 Ti",Linux,2.5kg,52161.119999999995,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,2.50,Heavy,No,14,Excellent,No
DELL,Workstation,17.3,"Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz",16GB,"256GB SSD","Nvidia Quadro M1200",Windows,3.42kg,153705.3408,1920,1080,NULL,No,"Full HD",Intel,i7,7820HQ,7,2.00,High,NVIDIA,Premium,16,256,0,0,0,256,3.42,Heavy,No,14,Excellent,Yes
LENOVO,Notebook,15.6,"Full HD 1920x1080","AMD A10-Series 9600P 2.4GHz",6GB,"1TB HDD","AMD Radeon R5 430",Windows,2.4kg,26586.719999999998,1920,1080,NULL,No,"Full HD",AMD,A10-Series,9600P,NULL,2.00,Upper-Mid,AMD,Budget,6,0,1024,0,0,1024,2.40,Heavy,No,14,Excellent,No
ASUS,Ultrabook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Nvidia GeForce 940MX",Windows,1.63kg,78215.04,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,16,512,0,0,0,512,1.63,Medium,No,14,Excellent,No
ASUS,Notebook,14,1366x768,"Intel Core i3 7100U 2.4GHz",4GB,"128GB SSD","Intel HD Graphics 620",Windows,1.3kg,27119.52,1366,768,NULL,No,HD,Intel,i3,7100U,7,2.00,Mid,Intel,Budget,4,128,0,0,0,128,1.30,Medium,No,14,Excellent,No
ASUS,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,2.9kg,113060.15999999999,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,2.90,Heavy,No,14,Excellent,No
LENOVO,Notebook,17.3,1600x900,"Intel Core i5 7200U 2.5GHz",6GB,"1TB HDD","Nvidia GeForce GTX 940M",Windows,2.8kg,34578.72,1600,900,NULL,No,HD+,Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Budget,6,0,1024,0,0,1024,2.80,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",8GB,"2TB HDD","Nvidia GeForce 940MX","Not Specified",2.2kg,29250.719999999998,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Budget,8,0,2048,0,0,2048,2.20,Heavy,No,14,Excellent,No
ASUS,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti",Windows,2.5kg,67399.2,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.50,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4GB,"1TB HDD","Intel HD Graphics 505","Not Specified",2.2kg,19180.267200000002,1366,768,NULL,No,HD,Intel,Pentium,4200,NULL,1.00,Entry,Intel,Budget,4,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7600U 2.8GHz",16GB,"256GB SSD","Intel HD Graphics 620",Windows,1.28kg,105228,1920,1080,NULL,Yes,"Full HD",Intel,i7,7600U,7,2.00,High,Intel,Premium,16,256,0,0,0,256,1.28,Light,No,14,Excellent,No
TOSHIBA,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",8GB,"256GB SSD","Nvidia GeForce 930M",Windows,2.2kg,55571.04,1920,1080,NULL,No,"Full HD",Intel,i7,6500U,6,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX",Windows,2.3kg,43636.32,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.30,Heavy,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"1TB HDD","Intel HD Graphics 520",Windows,1.86kg,24988.32,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,1024,0,0,1024,1.86,Medium,No,14,Excellent,No
LENOVO,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.1kg,53226.72,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.10,Light,No,14,Excellent,No
DELL,Ultrabook,13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",16GB,"1TB SSD","Intel UHD Graphics 620",Windows,1.21kg,133146.72,3840,2160,NULL,Yes,UHD,Intel,i7,8550U,8,1.00,High,Intel,Premium,16,1024,0,0,0,1024,1.21,Light,No,14,Excellent,No
MSI,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,2.8kg,111834.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,2.80,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,"Full HD 1920x1080","AMD A8-Series 7410 2.2GHz",8GB,"256GB SSD","AMD Radeon R5",Windows,2.23kg,24988.32,1920,1080,NULL,No,"Full HD",AMD,A8-Series,7410,NULL,2.00,Lower-Mid,AMD,Budget,8,256,0,0,0,256,2.23,Heavy,No,14,Excellent,No
ASUS,"2 in 1 Convertible",11.6,"Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz",2GB,"32GB Flash Storage","Intel HD Graphics 500",Windows,1.1kg,14652,1366,768,NULL,Yes,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,2,0,0,32,0,32,1.10,Light,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"128GB SSD +  1TB HDD","AMD Radeon 530",Windows,2.33kg,44968.32,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,AMD,Mid-Range,8,128,1024,0,0,1152,2.33,Heavy,No,14,Excellent,No
HP,"2 in 1 Convertible",13.3,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",16GB,"1TB SSD","Intel UHD Graphics 620",Windows,1.29kg,130482.72,3840,2160,NULL,Yes,UHD,Intel,i7,8550U,8,1.00,High,Intel,Premium,16,1024,0,0,0,1024,1.29,Light,No,14,Excellent,No
LENOVO,Notebook,13.3,1366x768,"Intel Celeron Dual Core 3855U 1.6GHz",4GB,"16GB Flash Storage","Intel HD Graphics 510","Chrome OS",1.45kg,24503.471999999998,1366,768,NULL,No,HD,Intel,Celeron,3855U,NULL,1.00,Entry,Intel,Budget,4,0,0,16,0,16,1.45,Medium,No,14,Excellent,No
HP,Notebook,14,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.95kg,52214.4,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.95,Medium,No,14,Excellent,No
ACER,Notebook,11.6,1366x768,"Intel Pentium Quad Core N3710 1.6GHz",4GB,"128GB Flash Storage","Intel HD Graphics 405",Windows,1.4kg,25840.8,1366,768,NULL,No,HD,Intel,Pentium,3710,NULL,1.00,Entry,Intel,Budget,4,0,0,128,0,128,1.40,Medium,No,14,Excellent,No
HP,Notebook,14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.48kg,68837.76,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.48,Medium,No,14,Excellent,No
LENOVO,Notebook,17.3,1600x900,"Intel Core i5 7200U 2.5GHz",4GB,"1TB HDD","Nvidia GeForce 920MX",Windows,2.79kg,31381.92,1600,900,NULL,No,HD+,Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Budget,4,0,1024,0,0,1024,2.79,Heavy,No,14,Excellent,No
ASUS,Notebook,14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,2kg,58288.32,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
HP,Notebook,15.6,"IPS Panel Full HD 1366x768","Intel Core i7 8550U 1.8GHz",8GB,"1TB HDD","Intel UHD Graphics 620",Windows,2.1kg,48058.56,1366,768,NULL,No,HD,Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,8,0,1024,0,0,1024,2.10,Medium,No,14,Excellent,No
ACER,Notebook,15.6,1366x768,"AMD A12-Series 9720P 2.7GHz",8GB,"256GB SSD","AMD Radeon RX 540",Windows,2.2kg,35111.52,1366,768,NULL,No,HD,AMD,A12-Series,9720P,NULL,2.00,Upper-Mid,AMD,Budget,8,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,14,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4GB,"32GB Flash Storage","Intel HD Graphics 500",Windows,1.44kg,15557.76,1366,768,NULL,No,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,0,32,0,32,1.44,Medium,No,14,Excellent,No
ACER,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",6GB,"1TB HDD","Intel HD Graphics 620",Windows,2.23kg,29250.719999999998,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,6,0,1024,0,0,1024,2.23,Heavy,No,14,Excellent,No
ASUS,Ultrabook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Nvidia GeForce 940MX",Windows,1.7kg,55938.672,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,1.70,Medium,No,14,Excellent,No
HP,Ultrabook,12.5,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.26kg,71128.8,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.26,Light,No,14,Excellent,No
DELL,Notebook,15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz",32GB,"1TB SSD","Nvidia GeForce GTX 1050",Windows,2.06kg,140605.91999999998,3840,2160,NULL,Yes,UHD,Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,32,1024,0,0,0,1024,2.06,Medium,No,14,Excellent,Yes
MSI,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti",Windows,2.7kg,63882.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,256,1024,0,0,1280,2.70,Heavy,No,14,Excellent,No
TOSHIBA,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,2.0kg,50243.04,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
ASUS,Notebook,14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD +  1TB HDD","Intel HD Graphics 620",Windows,2kg,71075.52,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,1024,0,0,1280,2.00,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"1TB HDD","Intel HD Graphics 520",Windows,1.85kg,23922.719999999998,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,1024,0,0,1024,1.85,Medium,No,14,Excellent,No
ASUS,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1050",Windows,2.5kg,53226.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,2.50,Heavy,No,14,Excellent,No
HP,Notebook,14,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.48kg,67559.04,1920,1080,NULL,No,"Full HD",Intel,i5,7300U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.48,Medium,No,14,Excellent,No
DELL,Ultrabook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce 940MX",Windows,1.9kg,55890.72,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,NVIDIA,Mid-Range,8,128,1024,0,0,1152,1.90,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.84kg,60952.32,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.84,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4GB,"1TB HDD","Intel HD Graphics 500",Linux,2kg,14651.467200000001,1366,768,NULL,No,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,1024,0,0,1024,2.00,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Nvidia GeForce 940MX",Windows,2kg,60885.72,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,NVIDIA,Mid-Range,8,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4GB,"500GB HDD","Intel HD Graphics",Linux,2.2kg,14646.671999999999,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,4,0,500,0,0,500,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12GB,"2TB HDD","AMD Radeon 530",Windows,2.2kg,47898.72,1920,1080,NULL,No,"Full HD",AMD,A12-Series,9720P,NULL,3.00,Upper-Mid,AMD,Mid-Range,12,0,2048,0,0,2048,2.20,Heavy,No,14,Excellent,No
HP,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",8GB,"1TB HDD","Nvidia GeForce 930MX",Windows,2.1kg,38148.479999999996,1920,1080,NULL,No,"Full HD",Intel,i3,7100U,7,2.00,Mid,NVIDIA,Budget,8,0,1024,0,0,1024,2.10,Medium,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",13.9,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Intel UHD Graphics 620",Windows,1.4kg,111834.72,3840,2160,NULL,Yes,UHD,Intel,i7,8550U,8,1.00,High,Intel,Premium,16,512,0,0,0,512,1.40,Medium,No,14,Excellent,No
DELL,Ultrabook,13.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.2kg,84129.12,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Premium,8,256,0,0,0,256,1.20,Light,No,14,Excellent,No
